robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-20,delivering_pod,"(4,15)",1.7999999999999996,2.849999999999999,intersection-31,0.00046124999999999996,1
robot-10,delivering_pod,"(4,9)",2.999999999999999,6.600000000000005,intersection-7,0.0014981249999999999,1
robot-6,delivering_pod,"(4,15)",4.199999999999999,11.850000000000017,intersection-43,0.001213125,2
robot-18,delivering_pod,"(4,9)",4.35,11.850000000000017,intersection-25,0.002188125,1
robot-15,delivering_pod,"(4,15)",9.750000000000012,13.800000000000022,intersection-43,0.00580125,1
robot-2,delivering_pod,"(4,9)",10.050000000000013,14.100000000000023,intersection-1,0.0057375,1
robot-23,delivering_pod,"(4,15)",12.000000000000018,15.900000000000027,intersection-31,0.005578125,1
robot-11,delivering_pod,"(4,15)",12.300000000000018,16.200000000000024,intersection-55,0.005578125,1
robot-18,delivering_pod,"(4,9)",11.850000000000017,16.65000000000002,intersection-19,0.0021374999999999996,1
robot-30,delivering_pod,"(4,15)",17.250000000000014,21.299999999999976,intersection-55,0.0057375,2
robot-24,delivering_pod,"(4,9)",18.450000000000003,22.499999999999964,intersection-19,0.00580125,1
robot-1,delivering_pod,"(4,15)",19.64999999999999,23.699999999999953,intersection-31,0.00580125,1
robot-3,delivering_pod,"(4,21)",21.149999999999977,25.04999999999994,intersection-55,0.005578125,1
robot-8,delivering_pod,"(4,9)",22.649999999999963,26.699999999999925,intersection-19,0.0057375,1
robot-28,delivering_pod,"(4,15)",22.79999999999996,26.699999999999925,intersection-43,0.005578125,1
