order_id,order_arrival,process_start_time,order_complete_time,station_id
-37,0,1,142,picker-2
-41,0,1,186,picker-2
-33,0,1,186,picker-2
-37,0,1,186,picker-2
-33,0,1,186,picker-2
-35,0,1,207,picker-2
-25,0,1,214,picker-1
-42,0,1,448,picker-1
-32,0,1,498,picker-1
-11,0,1,549,picker-1
-31,0,1,593,picker-1
-23,0,1,716,picker-1
-30,0,1,743,picker-0
-35,0,1,934,picker-2
-30,0,1,971,picker-0
-27,0,1,993,picker-0
-50,0,1,1015,picker-2
-49,0,1,1060,picker-2
-41,0,1,1156,picker-2
-22,0,1,1161,picker-0
-48,0,143,1178,picker-2
-24,0,1,1183,picker-0
-48,0,143,1229,picker-2
-6,0,1,1230,picker-0
-30,0,1,1230,picker-0
-24,0,1,1230,picker-0
-6,0,1,1230,picker-0
-9,0,1,1252,picker-0
-31,0,1,1261,picker-1
-42,0,1,1335,picker-1
-32,0,1,1335,picker-1
-47,0,187,1340,picker-2
-46,0,187,1363,picker-2
-23,0,1,1363,picker-1
-47,0,187,1391,picker-2
-45,0,208,1419,picker-2
-47,0,187,1419,picker-2
-42,0,1,1480,picker-1
-44,0,215,1569,picker-1
-43,0,449,1658,picker-1
-43,0,449,1731,picker-1
-44,0,215,1782,picker-1
-40,0,499,1804,picker-1
-44,0,215,1855,picker-1
-34,0,744,1891,picker-0
-24,0,1,1957,picker-0
-22,0,1,1957,picker-0
-9,0,1,1957,picker-0
-28,0,1016,2024,picker-2
-36,0,717,2033,picker-1
-22,0,1,2036,picker-0
-9,0,1,2036,picker-0
-39,0,550,2055,picker-1
-29,0,994,2058,picker-0
-38,0,594,2078,picker-1
-24,0,1,2107,picker-0
-9,0,1,2107,picker-0
-29,0,994,2107,picker-0
