order_id,order_arrival,process_start_time,order_complete_time,station_id
-47,0,1,300,picker-0
-45,0,1,300,picker-0
-43,0,1,391,picker-0
-35,0,1,454,picker-2
-33,0,1,512,picker-2
-33,0,1,512,picker-2
-37,0,1,534,picker-2
-44,0,1,560,picker-1
-39,0,1,575,picker-2
-35,0,1,575,picker-2
-27,0,1,723,picker-0
-24,0,1,790,picker-0
-31,0,1,791,picker-1
-30,0,1,813,picker-1
-14,0,1,865,picker-2
-22,0,1,880,picker-1
-8,0,1,922,picker-0
-35,0,1,924,picker-2
-2,0,1,973,picker-2
-20,0,1,1014,picker-1
-13,0,1,1024,picker-1
-50,0,301,1066,picker-0
-46,0,455,1116,picker-2
-39,0,1,1116,picker-2
-49,0,301,1222,picker-0
-48,0,392,1245,picker-0
-39,0,1,1314,picker-2
-39,0,1,1342,picker-2
-40,0,561,1379,picker-1
-22,0,1,1379,picker-1
-42,0,513,1387,picker-2
-41,0,535,1409,picker-2
-48,0,392,1448,picker-0
-38,0,576,1476,picker-2
-34,0,791,1490,picker-0
-40,0,561,1578,picker-1
-20,0,1,1606,picker-1
-2,0,1,1633,picker-2
-28,0,866,1653,picker-2
-20,0,1,1679,picker-1
-22,0,1,1757,picker-1
-13,0,1,1757,picker-1
-20,0,1,1792,picker-1
-36,0,724,1796,picker-0
-25,0,923,1816,picker-0
-29,0,814,1820,picker-1
-22,0,1,1820,picker-1
-42,0,513,1849,picker-2
-23,0,974,1889,picker-2
