robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-6,taking_pod,"(13,23)",7.050000000000006,7.950000000000008,intersection-49,0.000609375,0
robot-15,taking_pod,"(17,28)",6.900000000000006,13.500000000000021,intersection-55,0.0013431250000000001,0
robot-13,taking_pod,"(16,19)",10.200000000000014,14.400000000000023,intersection-37,0.0014362500000000002,0
robot-5,taking_pod,"(19,16)",13.05000000000002,17.250000000000014,intersection-31,0.00130125,1
robot-2,taking_pod,"(16,20)",7.6500000000000075,18.450000000000003,intersection-43,0.002803749999999999,0
robot-9,delivering_pod,"(4,21)",14.700000000000024,18.6,intersection-55,0.005578125,1
robot-20,delivering_pod,"(4,21)",17.85000000000001,21.89999999999997,intersection-7,0.00580125,1
robot-6,delivering_pod,"(4,21)",14.550000000000024,22.04999999999997,intersection-49,0.002188125,0
robot-15,delivering_pod,"(4,21)",19.499999999999993,24.14999999999995,intersection-55,0.0025593749999999996,0
robot-6,delivering_pod,"(4,21)",22.04999999999997,26.849999999999923,intersection-43,0.0021374999999999996,2
robot-7,delivering_pod,"(4,21)",20.84999999999998,28.34999999999991,intersection-37,0.002188125,0
robot-3,delivering_pod,"(4,21)",24.599999999999945,28.649999999999906,intersection-7,0.005711249999999999,1
robot-2,delivering_pod,"(4,21)",25.04999999999994,29.099999999999902,intersection-43,0.001513125,1
robot-5,delivering_pod,"(4,21)",23.84999999999995,29.849999999999895,intersection-31,0.004477499999999999,1
robot-13,delivering_pod,"(4,21)",22.79999999999996,30.149999999999892,intersection-37,0.001545,0
robot-14,delivering_pod,"(4,21)",23.549999999999955,30.899999999999885,intersection-43,0.005035624999999999,2
robot-18,delivering_pod,"(4,15)",28.649999999999906,32.69999999999987,intersection-19,0.00580125,1
robot-4,delivering_pod,"(4,15)",30.149999999999892,34.199999999999854,intersection-43,0.00580125,2
robot-7,delivering_pod,"(4,21)",28.34999999999991,34.199999999999854,intersection-31,0.0020531250000000003,3
robot-1,delivering_pod,"(4,21)",32.09999999999987,36.149999999999835,intersection-7,0.0057375,1
robot-17,delivering_pod,"(4,21)",32.39999999999987,36.44999999999983,intersection-43,0.005351249999999999,1
robot-13,delivering_pod,"(4,21)",30.149999999999892,38.249999999999815,intersection-31,0.0022224999999999996,2
robot-8,delivering_pod,"(4,21)",35.249999999999844,39.14999999999981,intersection-55,0.005578125,1
robot-19,delivering_pod,"(4,15)",32.24999999999987,39.7499999999998,intersection-19,0.002188125,0
robot-11,delivering_pod,"(4,15)",31.799999999999876,40.1999999999998,intersection-31,0.005021249999999998,1
robot-10,delivering_pod,"(44,9)",60.7499999999996,64.6499999999996,intersection-25,0.005578125,1
robot-12,delivering_pod,"(44,9)",68.54999999999974,72.5999999999999,intersection-25,0.00580125,1
robot-9,delivering_pod,"(44,9)",122.8500000000018,126.75000000000195,intersection-25,0.005578125,2
robot-18,delivering_pod,"(44,9)",125.4000000000019,129.45000000000203,intersection-25,0.00580125,1
robot-11,delivering_pod,"(44,9)",141.7500000000025,145.80000000000265,intersection-25,0.00580125,1
robot-6,delivering_pod,"(44,9)",146.40000000000268,150.30000000000283,intersection-25,0.005578125,1
robot-19,delivering_pod,"(44,9)",151.80000000000288,155.85000000000304,intersection-25,0.00580125,1
robot-4,delivering_pod,"(44,9)",168.0000000000035,172.05000000000365,intersection-25,0.00580125,1
robot-15,delivering_pod,"(44,9)",185.25000000000415,189.1500000000043,intersection-25,0.005578125,1
robot-2,delivering_pod,"(44,9)",213.45000000000522,217.35000000000537,intersection-25,0.005578125,1
robot-5,delivering_pod,"(44,9)",241.50000000000628,245.40000000000643,intersection-25,0.005578125,1
robot-10,returning_pod,"(11,20)",269.85000000000474,273.75000000000415,intersection-43,0.005578125,1
robot-7,delivering_pod,"(44,9)",287.55000000000206,291.45000000000147,intersection-25,0.005578125,1
robot-10,taking_pod,"(34,10)",286.6500000000022,294.15000000000106,intersection-37,0.002149375,0
robot-8,delivering_pod,"(44,9)",309.5999999999987,313.4999999999981,intersection-25,0.005578125,1
robot-14,delivering_pod,"(44,9)",331.6499999999954,335.5499999999948,intersection-25,0.005578125,1
robot-10,delivering_pod,"(4,15)",343.1999999999936,347.09999999999303,intersection-31,0.005578125,1
robot-16,delivering_pod,"(44,9)",371.6999999999893,375.5999999999887,intersection-25,0.005578125,1
