robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-19,taking_pod,"(17,20)",0,3.5999999999999988,intersection-37,0.0013443749999999999,1
robot-11,taking_pod,"(20,13)",7.800000000000008,8.40000000000001,intersection-19,0.0006693749999999998,0
robot-4,taking_pod,"(13,17)",5.250000000000002,9.300000000000011,intersection-55,0.001666875,0
robot-4,taking_pod,"(13,17)",9.300000000000011,11.250000000000016,intersection-49,0.0026774999999999993,1
robot-4,taking_pod,"(13,17)",11.250000000000016,13.20000000000002,intersection-43,0.0026774999999999993,1
robot-19,delivering_pod,"(4,15)",11.850000000000017,16.50000000000002,intersection-43,0.0025593749999999996,0
robot-13,delivering_pod,"(4,15)",14.550000000000024,18.450000000000003,intersection-31,0.005578125,1
robot-7,delivering_pod,"(4,9)",17.100000000000016,21.149999999999977,intersection-7,0.005642499999999999,1
robot-4,taking_pod,"(13,17)",13.20000000000002,21.449999999999974,intersection-37,0.002913749999999999,1
robot-8,delivering_pod,"(4,9)",19.049999999999997,22.94999999999996,intersection-55,0.005578125,1
robot-9,delivering_pod,"(4,15)",21.89999999999997,25.949999999999932,intersection-7,0.00580125,1
robot-11,delivering_pod,"(4,9)",23.249999999999957,27.29999999999992,intersection-31,0.0057375,1
robot-17,delivering_pod,"(4,9)",25.349999999999937,29.3999999999999,intersection-43,0.00580125,1
robot-15,delivering_pod,"(4,9)",27.599999999999916,31.49999999999988,intersection-31,0.005578125,1
robot-10,delivering_pod,"(4,9)",27.899999999999913,31.949999999999875,intersection-55,0.0057375,1
robot-18,delivering_pod,"(4,21)",24.299999999999947,33.149999999999864,intersection-13,0.003962499999999999,0
robot-3,taking_pod,"(17,28)",35.84999999999984,36.59999999999983,intersection-55,0.0007387499999999999,0
robot-16,delivering_pod,"(4,21)",32.849999999999866,36.89999999999983,intersection-19,0.00580125,1
robot-4,delivering_pod,"(4,9)",29.849999999999895,37.349999999999824,intersection-37,0.002188125,0
robot-18,delivering_pod,"(4,21)",33.149999999999864,38.09999999999982,intersection-7,0.0021943749999999997,1
robot-4,delivering_pod,"(4,9)",37.349999999999824,42.14999999999978,intersection-31,0.0021374999999999996,3
robot-20,delivering_pod,"(4,15)",38.84999999999981,42.89999999999977,intersection-19,0.00580125,1
robot-5,delivering_pod,"(4,9)",39.14999999999981,43.79999999999976,intersection-31,0.0051337499999999986,2
robot-14,delivering_pod,"(4,9)",41.09999999999979,45.89999999999974,intersection-31,0.004903125,1
robot-3,delivering_pod,"(4,9)",42.599999999999774,47.24999999999973,intersection-55,0.0025593749999999996,1
robot-2,delivering_pod,"(4,9)",45.89999999999974,49.799999999999706,intersection-55,0.005578125,1
robot-12,delivering_pod,"(44,9)",74.09999999999995,78.1500000000001,intersection-25,0.00580125,1
robot-1,delivering_pod,"(44,9)",76.50000000000004,80.5500000000002,intersection-13,0.00580125,1
robot-13,delivering_pod,"(44,9)",97.35000000000083,101.40000000000099,intersection-25,0.00580125,1
robot-11,delivering_pod,"(44,9)",102.30000000000102,106.35000000000117,intersection-13,0.00580125,1
robot-20,delivering_pod,"(44,9)",111.30000000000136,115.35000000000151,intersection-25,0.00580125,1
robot-6,delivering_pod,"(44,9)",112.65000000000141,116.70000000000157,intersection-13,0.00580125,1
robot-7,delivering_pod,"(44,9)",128.700000000002,132.75000000000216,intersection-13,0.00580125,1
robot-19,delivering_pod,"(44,9)",133.8000000000022,137.85000000000235,intersection-25,0.00580125,1
robot-16,delivering_pod,"(44,9)",144.1500000000026,148.05000000000274,intersection-25,0.005578125,1
robot-9,delivering_pod,"(44,9)",156.00000000000304,160.0500000000032,intersection-25,0.00580125,1
robot-15,delivering_pod,"(44,9)",156.75000000000307,160.80000000000322,intersection-13,0.00580125,1
