robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-1,taking_pod,"(16,16)",0.15,2.999999999999999,intersection-31,0.00046124999999999996,1
robot-19,taking_pod,"(19,4)",2.0999999999999996,4.950000000000001,intersection-1,0.0005099999999999999,1
robot-9,taking_pod,"(12,7)",8.40000000000001,9.300000000000011,intersection-13,0.000598125,0
robot-15,taking_pod,"(19,19)",10.800000000000015,11.400000000000016,intersection-31,0.0006693749999999998,0
robot-17,taking_pod,"(18,13)",10.800000000000015,11.400000000000016,intersection-19,0.0006693749999999998,0
robot-19,taking_pod,"(19,4)",10.500000000000014,11.400000000000016,intersection-7,0.000598125,0
robot-1,delivering_pod,"(4,21)",9.600000000000012,16.200000000000024,intersection-31,0.001381875,0
robot-5,taking_pod,"(19,28)",16.350000000000023,16.950000000000017,intersection-55,0.0006693749999999998,0
robot-14,taking_pod,"(13,25)",11.550000000000017,17.100000000000016,intersection-49,0.0030756249999999985,1
robot-8,delivering_pod,"(4,21)",11.250000000000016,20.099999999999987,intersection-61,0.003962499999999999,0
robot-9,delivering_pod,"(4,15)",15.900000000000027,23.99999999999995,intersection-13,0.002975624999999998,0
robot-19,delivering_pod,"(4,15)",18.000000000000007,23.99999999999995,intersection-7,0.004567499999999999,1
robot-8,delivering_pod,"(4,21)",20.099999999999987,30.149999999999892,intersection-55,0.0022931249999999996,2
robot-14,delivering_pod,"(4,21)",23.699999999999953,31.199999999999882,intersection-49,0.002188125,0
robot-10,taking_pod,"(19,29)",31.049999999999883,31.799999999999876,intersection-55,0.0008924999999999998,1
robot-9,delivering_pod,"(4,15)",23.99999999999995,34.049999999999855,intersection-7,0.0022931249999999996,1
robot-5,delivering_pod,"(4,21)",24.299999999999947,36.44999999999983,intersection-55,0.004466874999999998,1
robot-14,delivering_pod,"(4,21)",31.199999999999882,37.79999999999982,intersection-43,0.00214875,3
robot-6,delivering_pod,"(4,21)",28.499999999999908,38.09999999999982,intersection-31,0.005960624999999999,2
robot-12,taking_pod,"(17,29)",38.54999999999981,39.299999999999805,intersection-55,0.0007387499999999999,1
robot-16,delivering_pod,"(4,21)",29.099999999999902,39.5999999999998,intersection-43,0.005176875,2
robot-2,delivering_pod,"(4,21)",24.89999999999994,41.549999999999784,intersection-55,0.005465624999999998,1
robot-13,delivering_pod,"(4,21)",31.049999999999883,42.74999999999977,intersection-31,0.005741874999999997,2
robot-15,delivering_pod,"(4,21)",37.64999999999982,43.649999999999764,intersection-43,0.005673749999999999,1
robot-11,delivering_pod,"(4,15)",38.69999999999981,43.94999999999976,intersection-31,0.005451249999999998,2
robot-7,delivering_pod,"(4,21)",39.7499999999998,45.749999999999744,intersection-7,0.005960624999999999,2
robot-3,delivering_pod,"(4,21)",40.94999999999979,46.94999999999973,intersection-7,0.005148124999999997,1
robot-17,delivering_pod,"(4,15)",43.649999999999764,47.699999999999726,intersection-31,0.0057375,1
robot-4,delivering_pod,"(4,15)",51.14999999999969,60.5999999999996,intersection-31,0.005737499999999999,1
