order_id,order_arrival,process_start_time,order_complete_time,station_id
-27,0,1,53,picker-2
-36,0,1,54,picker-0
-16,0,1,54,picker-0
-16,0,1,54,picker-0
-41,0,1,206,picker-2
-49,0,1,215,picker-0
-48,0,1,258,picker-0
-17,0,1,309,picker-1
-50,0,1,337,picker-2
-46,0,1,377,picker-2
-47,0,1,397,picker-0
-42,0,1,414,picker-1
-45,0,1,419,picker-0
-39,0,1,444,picker-2
-43,0,55,492,picker-0
-45,0,1,492,picker-0
-40,0,1,492,picker-1
-38,0,55,514,picker-0
-6,0,1,534,picker-2
-26,0,1,549,picker-1
-1,0,1,549,picker-1
-1,0,1,549,picker-1
-44,0,54,556,picker-2
-28,0,1,577,picker-1
-26,0,1,577,picker-1
-46,0,1,590,picker-2
-39,0,1,590,picker-2
-39,0,1,619,picker-2
-6,0,1,647,picker-2
-40,0,1,650,picker-1
-35,0,216,670,picker-0
-37,0,207,697,picker-2
-6,0,1,697,picker-2
-32,0,338,725,picker-2
-6,0,1,725,picker-2
-42,0,1,746,picker-1
-6,0,1,754,picker-2
-34,0,259,759,picker-0
-33,0,310,768,picker-1
-31,0,378,776,picker-2
-30,0,398,781,picker-0
-26,0,1,796,picker-1
-24,0,445,798,picker-2
-33,0,310,824,picker-1
-25,0,420,826,picker-0
-26,0,1,853,picker-1
-23,0,493,870,picker-0
-29,0,415,875,picker-1
-20,0,535,893,picker-2
-37,0,207,893,picker-2
-21,0,515,915,picker-0
-15,0,557,922,picker-2
-24,0,445,922,picker-2
-22,0,493,942,picker-1
-11,0,726,944,picker-2
-19,0,550,964,picker-1
-12,0,698,966,picker-2
-18,0,550,986,picker-1
-13,0,671,1004,picker-0
-12,0,698,1046,picker-2
-33,0,310,1059,picker-1
-8,0,777,1066,picker-2
-5,0,799,1086,picker-2
-10,0,760,1115,picker-0
-4,0,827,1144,picker-0
-13,0,671,1144,picker-0
0,360,894,1149,picker-2
-7,0,782,1166,picker-0
-14,0,578,1170,picker-1
2,360,923,1193,picker-2
-9,0,769,1215,picker-1
-3,0,871,1216,picker-0
-13,0,671,1216,picker-0
-2,0,876,1237,picker-1
1,360,916,1239,picker-0
3,420,943,1260,picker-1
8,600,1005,1261,picker-0
5,540,965,1282,picker-1
7,600,987,1304,picker-1
4,540,945,1305,picker-2
12,720,1145,1305,picker-0
6,540,967,1327,picker-2
11,720,1116,1328,picker-0
-9,0,769,1355,picker-1
9,720,1067,1372,picker-2
14,840,1167,1395,picker-0
6,540,967,1400,picker-2
18,1020,1217,1439,picker-0
10,720,1087,1467,picker-2
15,900,1171,1488,picker-1
13,780,1150,1511,picker-2
20,1080,1240,1533,picker-0
16,960,1194,1556,picker-2
17,1020,1216,1644,picker-1
10,720,1087,1726,picker-2
7,600,987,1762,picker-1
25,1380,1380,1792,picker-2
13,780,1150,1792,picker-2
22,1140,1262,1829,picker-0
23,1260,1283,1857,picker-1
17,1020,1216,1885,picker-1
29,1560,1560,1935,picker-2
19,1080,1238,1996,picker-1
30,1560,1560,2015,picker-2
15,900,1171,2024,picker-1
26,1440,1440,2027,picker-0
25,1380,1380,2058,picker-2
27,1440,1440,2094,picker-0
21,1140,1261,2113,picker-1
24,1320,1320,2136,picker-1
31,1560,1560,2161,picker-0
28,1560,1560,2180,picker-1
26,1440,1440,2189,picker-0
