robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-10,delivering_pod,"(4,15)",5.400000000000002,9.600000000000012,intersection-19,0.0023906249999999995,2
robot-5,delivering_pod,"(4,9)",6.0000000000000036,9.900000000000013,intersection-43,0.005578125,2
robot-21,delivering_pod,"(4,9)",1.9499999999999995,10.950000000000015,intersection-31,0.003093749999999999,3
robot-22,delivering_pod,"(4,9)",5.5500000000000025,11.100000000000016,intersection-19,0.004038749999999999,2
robot-23,delivering_pod,"(4,21)",5.100000000000001,12.150000000000018,intersection-31,0.003206874999999999,2
robot-17,delivering_pod,"(4,9)",9.00000000000001,12.300000000000018,intersection-13,0.00067875,1
robot-18,delivering_pod,"(4,21)",8.55000000000001,12.450000000000019,intersection-43,0.005578125,1
robot-20,delivering_pod,"(4,21)",9.00000000000001,13.05000000000002,intersection-7,0.0057375,1
robot-2,delivering_pod,"(4,9)",3.149999999999999,13.500000000000021,intersection-31,0.005090624999999998,1
robot-25,delivering_pod,"(4,9)",9.600000000000012,13.650000000000022,intersection-19,0.0057375,1
robot-7,delivering_pod,"(4,21)",9.750000000000012,13.800000000000022,intersection-55,0.0057375,2
robot-3,delivering_pod,"(4,9)",5.700000000000003,16.50000000000002,intersection-1,0.0037968749999999986,1
robot-29,delivering_pod,"(4,21)",13.05000000000002,16.950000000000017,intersection-55,0.005578125,1
robot-28,delivering_pod,"(4,21)",13.20000000000002,17.100000000000016,intersection-7,0.005578125,1
robot-14,delivering_pod,"(4,9)",18.000000000000007,22.04999999999997,intersection-19,0.0057375,2
robot-4,delivering_pod,"(4,21)",18.450000000000003,22.499999999999964,intersection-31,0.0057375,1
robot-27,delivering_pod,"(4,21)",18.75,22.649999999999963,intersection-43,0.005578125,1
robot-19,delivering_pod,"(4,21)",21.74999999999997,25.799999999999933,intersection-19,0.00580125,1
robot-30,delivering_pod,"(4,21)",23.84999999999995,27.899999999999913,intersection-55,0.00580125,1
robot-17,delivering_pod,"(4,9)",25.949999999999932,29.999999999999893,intersection-19,0.0057375,2
robot-12,delivering_pod,"(4,21)",28.949999999999903,32.849999999999866,intersection-31,0.005578125,1
robot-24,delivering_pod,"(4,21)",29.099999999999902,32.999999999999865,intersection-43,0.005578125,1
robot-1,delivering_pod,"(4,9)",29.849999999999895,33.74999999999986,intersection-19,0.005578125,1
robot-3,delivering_pod,"(4,9)",36.149999999999835,40.1999999999998,intersection-19,0.0057375,1
robot-13,delivering_pod,"(4,21)",38.399999999999814,42.29999999999978,intersection-43,0.005578125,1
robot-16,delivering_pod,"(4,21)",42.29999999999978,46.19999999999974,intersection-43,0.005578125,1
robot-6,returning_pod,"(11,4)",53.099999999999675,58.64999999999962,intersection-13,0.0031881249999999987,1
robot-6,returning_pod,"(11,4)",58.64999999999962,63.599999999999575,intersection-7,0.0021943749999999997,1
robot-26,returning_pod,"(17,22)",83.85000000000032,85.9500000000004,intersection-37,0.002900624999999999,1
robot-26,returning_pod,"(17,22)",85.9500000000004,86.55000000000042,intersection-31,0.0006693749999999998,1
robot-26,returning_pod,"(17,22)",86.55000000000042,87.90000000000047,intersection-37,0.001785,1
robot-10,returning_pod,"(14,10)",94.50000000000072,100.05000000000094,intersection-25,0.0031881249999999987,1
robot-26,returning_pod,"(17,22)",98.25000000000087,103.80000000000108,intersection-43,0.0030756249999999985,1
robot-10,delivering_pod,"(4,9)",100.05000000000094,111.00000000000135,intersection-19,0.002004375,1
robot-26,delivering_pod,"(4,9)",112.05000000000139,116.70000000000157,intersection-43,0.0025593749999999996,1
robot-15,returning_pod,"(17,28)",120.1500000000017,122.10000000000177,intersection-37,0.0026774999999999993,1
robot-15,returning_pod,"(17,28)",122.10000000000177,122.7000000000018,intersection-31,0.0006693749999999998,1
robot-15,returning_pod,"(17,28)",122.7000000000018,124.05000000000184,intersection-37,0.001785,1
robot-8,delivering_pod,"(4,9)",118.80000000000165,131.70000000000212,intersection-25,0.00481125,1
robot-8,delivering_pod,"(4,9)",131.70000000000212,139.2000000000024,intersection-19,0.002188125,1
robot-18,returning_pod,"(31,23)",139.2000000000024,143.25000000000256,intersection-49,0.00580125,1
robot-15,returning_pod,"(17,28)",143.70000000000258,149.25000000000279,intersection-55,0.0030756249999999985,1
robot-22,returning_pod,"(32,19)",156.00000000000304,157.95000000000312,intersection-37,0.0026774999999999993,1
robot-25,returning_pod,"(24,5)",154.35000000000298,158.40000000000313,intersection-13,0.00580125,1
robot-22,returning_pod,"(32,19)",157.95000000000312,158.70000000000314,intersection-31,0.0008924999999999998,1
