robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-6,taking_pod,"(12,2)",1.9499999999999995,4.800000000000001,intersection-1,0.0005099999999999999,1
robot-15,taking_pod,"(16,20)",2.0999999999999996,4.950000000000001,intersection-7,0.00046124999999999996,1
robot-17,taking_pod,"(11,20)",3.8999999999999986,8.100000000000009,intersection-37,0.00135,1
robot-14,taking_pod,"(12,8)",4.5,9.300000000000011,intersection-13,0.0021374999999999996,1
robot-15,taking_pod,"(16,20)",10.350000000000014,10.950000000000015,intersection-19,0.0006693749999999998,0
robot-15,taking_pod,"(16,20)",14.250000000000023,15.000000000000025,intersection-31,0.0008924999999999998,0
robot-18,taking_pod,"(16,4)",9.00000000000001,15.600000000000026,intersection-7,0.0012943750000000002,0
robot-8,taking_pod,"(13,23)",18.000000000000007,18.6,intersection-43,0.0005793749999999999,0
robot-15,delivering_pod,"(4,21)",21.149999999999977,25.949999999999932,intersection-43,0.00169875,0
robot-18,delivering_pod,"(4,9)",22.199999999999967,28.799999999999905,intersection-7,0.001381875,1
robot-8,delivering_pod,"(4,21)",24.599999999999945,37.199999999999825,intersection-49,0.002285625,0
