robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-14,taking_pod,"(11,20)",3.8999999999999986,7.950000000000008,intersection-49,0.001666875,0
robot-20,taking_pod,"(12,2)",4.5,8.55000000000001,intersection-13,0.001666875,0
robot-4,taking_pod,"(12,8)",8.40000000000001,9.00000000000001,intersection-13,0.0006693749999999998,0
robot-5,taking_pod,"(12,14)",3.7499999999999987,11.250000000000016,intersection-31,0.002188125,0
robot-14,taking_pod,"(11,20)",7.950000000000008,12.75000000000002,intersection-43,0.0020725,2
robot-7,taking_pod,"(13,16)",9.150000000000011,13.20000000000002,intersection-31,0.001513125,0
robot-20,taking_pod,"(12,2)",8.55000000000001,13.350000000000021,intersection-7,0.0020725,1
robot-16,taking_pod,"(16,19)",10.800000000000015,16.950000000000017,intersection-43,0.004080624999999999,1
robot-10,delivering_pod,"(4,15)",15.450000000000026,19.349999999999994,intersection-55,0.005578125,1
robot-2,taking_pod,"(35,17)",19.94999999999999,20.549999999999983,intersection-31,0.0006693749999999998,0
robot-11,taking_pod,"(19,25)",20.249999999999986,20.84999999999998,intersection-49,0.0006693749999999998,0
robot-16,delivering_pod,"(4,21)",22.94999999999996,26.999999999999922,intersection-37,0.001666875,0
robot-16,delivering_pod,"(4,21)",26.999999999999922,31.799999999999876,intersection-31,0.0020725,3
robot-19,delivering_pod,"(4,21)",28.799999999999905,32.849999999999866,intersection-19,0.00580125,1
robot-12,delivering_pod,"(4,21)",26.699999999999925,33.149999999999864,intersection-31,0.0056418749999999985,2
robot-13,delivering_pod,"(4,15)",30.29999999999989,34.49999999999985,intersection-31,0.005229374999999999,2
robot-18,delivering_pod,"(4,9)",30.749999999999886,34.79999999999985,intersection-7,0.00580125,2
robot-1,delivering_pod,"(4,21)",31.799999999999876,35.69999999999984,intersection-55,0.005578125,1
robot-3,delivering_pod,"(4,21)",33.29999999999986,37.199999999999825,intersection-7,0.005578125,1
