robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-15,taking_pod,"(24,13)",6.150000000000004,6.750000000000005,intersection-13,0.0006693749999999998,0
robot-8,taking_pod,"(19,25)",8.250000000000009,9.00000000000001,intersection-19,0.0008287499999999998,0
robot-17,taking_pod,"(16,19)",6.900000000000006,10.950000000000015,intersection-49,0.0016668750000000002,0
robot-8,taking_pod,"(19,25)",14.250000000000023,15.000000000000025,intersection-31,0.0008924999999999998,0
robot-8,taking_pod,"(19,25)",18.300000000000004,18.9,intersection-43,0.0006693749999999998,1
robot-20,taking_pod,"(12,2)",2.849999999999999,24.14999999999995,intersection-7,0.002285625,2
robot-18,taking_pod,"(19,16)",24.299999999999947,28.499999999999908,intersection-31,0.00130125,1
robot-11,delivering_pod,"(4,21)",22.349999999999966,29.849999999999895,intersection-37,0.002188125,0
robot-9,delivering_pod,"(4,21)",19.64999999999999,30.749999999999886,intersection-7,0.005737499999999999,2
robot-12,delivering_pod,"(4,21)",11.100000000000016,38.09999999999982,intersection-49,0.002285625,0
robot-18,delivering_pod,"(4,21)",35.099999999999845,41.09999999999979,intersection-31,0.004567499999999999,1
robot-17,taking_pod,"(16,19)",10.950000000000015,68.54999999999974,intersection-43,0.0029037499999999988,2
robot-11,delivering_pod,"(4,21)",29.849999999999895,75.75000000000001,intersection-31,0.0023418749999999998,2
robot-2,delivering_pod,"(4,21)",65.24999999999962,82.50000000000027,intersection-31,0.005673749999999999,1
robot-3,delivering_pod,"(4,15)",20.99999999999998,82.50000000000027,intersection-7,0.0055637499999999975,1
robot-17,delivering_pod,"(4,21)",74.54999999999997,83.85000000000032,intersection-37,0.00169875,0
