robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-8,taking_pod,"(13,13)",0.75,3.5999999999999988,intersection-7,0.0005099999999999999,1
robot-5,taking_pod,"(12,13)",6.900000000000006,7.500000000000007,intersection-25,0.0006693749999999998,0
robot-4,taking_pod,"(16,26)",7.350000000000007,8.250000000000009,intersection-55,0.0006093750000000001,0
robot-8,taking_pod,"(13,13)",7.800000000000008,8.55000000000001,intersection-13,0.0008287499999999998,0
robot-18,taking_pod,"(11,19)",8.250000000000009,9.150000000000011,intersection-37,0.0005981250000000001,0
robot-1,taking_pod,"(13,17)",5.100000000000001,11.700000000000017,intersection-49,0.002718749999999999,0
robot-8,taking_pod,"(13,13)",11.850000000000017,12.75000000000002,intersection-25,0.0006093750000000001,0
robot-14,taking_pod,"(12,2)",4.65,13.950000000000022,intersection-7,0.0022418749999999995,0
robot-1,taking_pod,"(13,17)",11.700000000000017,19.049999999999997,intersection-43,0.0026137499999999993,2
robot-4,delivering_pod,"(4,21)",14.850000000000025,19.64999999999999,intersection-55,0.00169875,0
robot-17,taking_pod,"(11,14)",10.350000000000014,20.099999999999987,intersection-7,0.001730625,0
robot-6,taking_pod,"(19,16)",16.65000000000002,20.84999999999998,intersection-43,0.00135,1
robot-16,taking_pod,"(10,13)",14.100000000000023,21.599999999999973,intersection-19,0.005673749999999999,1
robot-5,delivering_pod,"(4,9)",14.100000000000023,23.99999999999995,intersection-25,0.0031312499999999973,0
robot-18,delivering_pod,"(4,9)",15.750000000000027,24.599999999999945,intersection-37,0.003962499999999999,1
robot-17,taking_pod,"(11,14)",26.849999999999923,27.599999999999916,intersection-13,0.0008924999999999998,0
robot-16,taking_pod,"(10,13)",29.2499999999999,30.149999999999892,intersection-25,0.0006093750000000001,0
robot-9,delivering_pod,"(4,21)",21.74999999999997,31.199999999999882,intersection-7,0.005737499999999999,1
robot-17,taking_pod,"(11,14)",30.899999999999885,31.49999999999988,intersection-25,0.0005793749999999999,0
robot-8,delivering_pod,"(4,15)",19.349999999999994,33.149999999999864,intersection-25,0.0023331249999999997,0
robot-5,delivering_pod,"(4,9)",23.99999999999995,34.049999999999855,intersection-19,0.0022931249999999996,2
robot-15,taking_pod,"(11,20)",33.44999999999986,34.049999999999855,intersection-37,0.0006693749999999998,1
robot-18,delivering_pod,"(4,9)",24.599999999999945,34.64999999999985,intersection-31,0.0022931249999999996,2
robot-12,taking_pod,"(10,23)",26.999999999999922,36.44999999999983,intersection-43,0.005737499999999999,1
robot-1,taking_pod,"(13,17)",19.049999999999997,36.59999999999983,intersection-37,0.0028318749999999993,1
robot-6,delivering_pod,"(4,21)",27.14999999999992,41.24999999999979,intersection-31,0.004530624999999997,2
robot-8,delivering_pod,"(4,15)",33.149999999999864,43.19999999999977,intersection-19,0.0022931249999999996,1
robot-11,delivering_pod,"(4,21)",36.59999999999983,46.19999999999974,intersection-31,0.005960624999999999,2
robot-1,delivering_pod,"(4,15)",44.99999999999975,52.49999999999968,intersection-37,0.002188125,0
robot-2,delivering_pod,"(4,15)",26.549999999999926,52.949999999999676,intersection-31,0.005258124999999997,2
robot-19,delivering_pod,"(4,21)",50.3999999999997,54.44999999999966,intersection-19,0.00580125,1
robot-13,delivering_pod,"(4,21)",48.749999999999716,58.199999999999626,intersection-7,0.005737499999999999,1
robot-1,delivering_pod,"(4,15)",52.49999999999968,62.549999999999585,intersection-31,0.0022931249999999996,1
robot-20,delivering_pod,"(4,15)",62.549999999999585,69.59999999999978,intersection-7,0.005737499999999999,1
robot-10,delivering_pod,"(4,21)",71.54999999999986,81.00000000000021,intersection-31,0.005737499999999999,1
robot-3,delivering_pod,"(4,9)",72.14999999999988,81.60000000000024,intersection-19,0.005737499999999999,1
robot-5,returning_pod,"(12,13)",106.50000000000118,111.30000000000136,intersection-25,0.00208875,1
robot-14,returning_pod,"(12,2)",111.75000000000138,118.50000000000163,intersection-13,0.005049374999999999,1
robot-8,returning_pod,"(13,13)",120.45000000000171,126.00000000000192,intersection-25,0.0031781249999999995,1
robot-5,taking_pod,"(17,20)",123.60000000000183,127.65000000000198,intersection-37,0.0015131250000000001,0
