order_id,order_arrival,process_start_time,order_complete_time,station_id
-19,0,1,68,picker-2
-4,0,1,68,picker-2
-4,0,1,68,picker-2
-24,0,1,115,picker-1
-15,0,1,115,picker-1
-24,0,1,115,picker-1
-15,0,1,115,picker-1
-3,0,1,192,picker-1
-50,0,1,247,picker-2
-49,0,1,268,picker-2
-42,0,1,305,picker-1
-28,0,1,305,picker-1
-42,0,1,333,picker-1
-13,0,1,355,picker-1
-48,0,1,374,picker-2
-43,0,116,422,picker-1
-47,0,1,440,picker-2
-44,0,69,463,picker-2
-45,0,69,485,picker-2
-41,0,116,489,picker-1
-46,0,1,560,picker-0
-42,0,1,574,picker-1
-28,0,1,574,picker-1
-13,0,1,574,picker-1
-38,0,248,575,picker-2
-33,0,1,594,picker-0
-14,0,1,594,picker-0
-39,0,1,638,picker-0
-42,0,1,653,picker-1
-28,0,1,653,picker-1
-37,0,269,655,picker-2
-20,0,1,661,picker-0
-43,0,116,681,picker-1
-6,0,1,683,picker-0
-32,0,375,713,picker-2
-40,0,193,770,picker-1
-30,0,441,790,picker-2
-37,0,269,790,picker-2
-36,0,306,815,picker-1
-29,0,464,835,picker-2
-27,0,486,857,picker-2
-40,0,193,932,picker-1
-32,0,375,935,picker-2
-23,0,576,973,picker-2
-22,0,595,979,picker-0
-18,0,639,1020,picker-0
-35,0,306,1021,picker-1
-17,0,656,1034,picker-2
-21,0,595,1040,picker-0
-25,0,561,1068,picker-0
-11,0,714,1087,picker-2
-12,0,684,1088,picker-0
-7,0,836,1108,picker-2
-16,0,662,1108,picker-0
-9,0,791,1168,picker-2
-40,0,193,1183,picker-1
-34,0,356,1205,picker-1
-1,0,980,1226,picker-0
-31,0,423,1228,picker-1
-5,0,858,1228,picker-2
-2,0,974,1248,picker-2
0,360,1021,1271,picker-0
-35,0,306,1278,picker-1
2,360,1035,1288,picker-2
-26,0,490,1300,picker-1
5,540,1088,1308,picker-2
3,420,1041,1338,picker-0
8,600,1109,1360,picker-2
9,720,1169,1400,picker-2
7,600,1109,1410,picker-0
-10,0,771,1411,picker-1
4,540,1069,1433,picker-0
-8,0,816,1434,picker-1
13,780,1229,1440,picker-2
6,540,1089,1455,picker-0
1,360,1022,1456,picker-1
11,720,1227,1477,picker-0
14,840,1249,1480,picker-2
8,600,1109,1506,picker-2
16,960,1289,1527,picker-2
-10,0,771,1551,picker-1
18,1020,1309,1581,picker-2
10,720,1206,1596,picker-1
12,720,1229,1618,picker-1
15,900,1272,1655,picker-0
20,1080,1361,1659,picker-2
16,960,1289,1685,picker-2
17,1020,1301,1752,picker-1
23,1260,1412,1774,picker-1
4,540,1069,1779,picker-0
7,600,1109,1779,picker-0
21,1140,1401,1793,picker-2
10,720,1206,1847,picker-1
19,1080,1339,1890,picker-0
25,1380,1435,1914,picker-1
4,540,1069,1924,picker-0
19,1080,1339,1924,picker-0
22,1140,1411,1947,picker-0
26,1440,1441,1950,picker-2
29,1560,1560,2000,picker-1
21,1140,1401,2000,picker-2
24,1320,1434,2036,picker-0
34,1740,1740,2077,picker-1
30,1560,1560,2112,picker-2
31,1560,1560,2134,picker-2
26,1440,1441,2162,picker-2
19,1080,1339,2175,picker-0
32,1560,1582,2184,picker-2
25,1380,1435,2196,picker-1
19,1080,1339,2203,picker-0
27,1440,1456,2226,picker-0
